,label,text,name
2594,2,"From: mancus@sweetpea.jsc.nasa.gov (Keith Mancus)
Subject: Re: Lindbergh and the moon (was:Why not give $1G)
Organization: MDSSC
Lines: 32

In article <1r3nuvINNjep@lynx.unm.edu>, cook@varmit.mdc.com (Layne Cook) writes:
> All of this talk about a COMMERCIAL space race (i.e. $1G to the first 1-year 
> moon base) is intriguing. Similar prizes have influenced aerospace 
> development before. The $25k Orteig prize helped Lindbergh sell his Spirit of 
> Saint Louis venture to his financial backers.
> But I strongly suspect that his Saint Louis backers had the foresight to 
> realize that much more was at stake than $25,000.
> Could it work with the moon? Who are the far-sighted financial backers of 
> today?

  The commercial uses of a transportation system between already-settled-
and-civilized areas are obvious.  Spaceflight is NOT in this position.
The correct analogy is not with aviation of the '30's, but the long
transocean voyages of the Age of Discovery.  It didn't require gov't to
fund these as long as something was known about the potential for profit
at the destination.  In practice, some were gov't funded, some were private.
But there was no way that any wise investor would spend a large amount
of money on a very risky investment with no idea of the possible payoff.
  I am sure that a thriving spaceflight industry will eventually develop,
and large numbers of people will live and work off-Earth.  But if you ask
me for specific justifications other than the increased resource base, I
can't give them.  We just don't know enough.  The launch rate demanded by
existing space industries is just too low to bring costs down much, and
we are very much in the dark about what the revolutionary new space industries
will be, when they will practical, how much will have to be invested to
start them, etc.

-- 
 Keith Mancus    <mancus@butch.jsc.nasa.gov>                           |
 N5WVR           <mancus@sweetpea.jsc.nasa.gov>                        |
 ""Black powder and alcohol, when your states and cities fall,          |
  when your back's against the wall...."" -Leslie Fish                  |
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\sci.space\61011
608,0,"From: bdunn@cco.caltech.edu (Brendan Dunn)
Subject: Re: YOU WILL ALL GO TO HELL!!!
Organization: California Institute of Technology, Pasadena
Lines: 28
NNTP-Posting-Host: punisher.caltech.edu

In article <93108.155839PTS102@psuvm.psu.edu> <PTS102@psuvm.psu.edu> writes:
[Pitt vs. Penn State controversy deleted]
>
>Bringing this back to alt.atheism relevance:  So the guy says we're going to
>Hell.  That isn't sufficient cause to bitch to the system operator.  At worst,
>it's bad etiquette.  (Unless you really believe that someone is using his
>account without his knowledge/permission, which is actually against the law.)
>-----
>Patrick Saxton          ""Pitt is a second-rate school in a second-rate city.""
>pts102@PSUVM.psu.edu                                         - anon
>pts@ecl.psu.edu         ob.atheism:  ""In Batman we Trust""
>

No.  It wouldn't be sufficient cause to bitch to the system operator if this
was just some guy saying that atheists are going to hell.  The point was 
that recently many messages were posted from that address.  Each of these
messages was posted to a different newsgroup, with the apparent intent of
provoking the readers of that particular group.  This, along with the fact
that these posts were written in all-caps, makes these posts suspect.
Whoever is using this account is using it irresponsibly.  If it is the
intended user, they should consider appropriate action.  If it is someone
else-- which seems a possibility, then this is also reason to report it.
	We get many posts in the flavor of the one that started this thread.
It is only because I have seen posts on other groups by this user that I
am considering action.

Brendan

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\53064
2672,0,"From: keith@cco.caltech.edu (Keith Allan Schneider)
Subject: Re: Keith Schneider - Stealth Poster?
Organization: California Institute of Technology, Pasadena
Lines: 25
NNTP-Posting-Host: punisher.caltech.edu

arromdee@jyusenkyou.cs.jhu.edu (Ken Arromdee) writes:

>>But, if you were to discuss the merits of racism, or its psycholgical
>>benefits, you would do well to have experienced it personally.
>When you speak of ""experiencing religion"" you mean someone should believe in
>a religion.

That's right, and this is pretty impossible, right?  It would be ideal if
we could believe for a while, just to try out religion, and only then
determine which course of thought suits us best.  But again, this is not
possible.  Not that religion warrants belief, but the belief carries with
it some psychological benefits.  There are also some psychological
burdens, too.

>When you speak of ""experiencing racism"", do you mean that someone should
>believe in racism, or that they should have racist things done to them?  For
>parallelism, the former must be what you meant, but it seems to be an odd
>usage of the phrase.

Well, if there were some psychological or other benefits gained from racism,
they could only be fully understood or judged by persons actually ""believing""
in racism.  Of course, the parallel happens to be a poor one, but you
originated it.

keith
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\51130
2,0,"From: bil@okcforum.osrhe.edu (Bill Conner)
Subject: Re: IF ONLY HE KNEW
Nntp-Posting-Host: okcforum.osrhe.edu
Organization: Okcforum Unix Users Group
X-Newsreader: TIN [version 1.1 PL6]
Lines: 20

prudenti@juncol.juniata.edu wrote:

: Upon arriving at home, Joseph probably took advantage of Mary...had his way
: with her so to speak.  Of course, word of this couldn't get around so Mary,
: being the highly-religious follower that she was decided ""Hey, I'll just say
: that GOD impregnated me...no one will ever know!""
: 
: Thus, seen as a trustworthy and honorable soul, she was believed...
:     
: And then came Jesus, the child born from violence.
: 
: 
: 

Dave,

Can you explain the purpose of your post, I can't imagine what you
must have thougt it meant. 

Bill
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\51313
1904,2,"From: gnb@leo.bby.com.au (Gregory N. Bond)
Subject: Re: Old Spacecraft as NAvigation Beacons!
In-Reply-To: nsmca@aurora.alaska.edu's message of 21 Apr 93 08:15:55 GMT
Nntp-Posting-Host: leo-gw
Organization: Burdett, Buckeridge & Young, Melbourne, Australia
Lines: 17

In article <1993Apr21.001555.1@aurora.alaska.edu> nsmca@aurora.alaska.edu writes:
   Other idea for old space crafts is as navigation beacons and such..
   Why not??

Because to be any use as a nav point you need to know -exactly- where
it is, which means you either nail it to something that doesn't move
or you watch it all the time.  Neither of which is possible on a
deactivated spacecraft.  Then you have to know exactly how far away
from it you are; this may or may not be possible with the hardware on
board. 

Apart from which, there is absolutely no need for navigation beacons.
--
Gregory Bond <gnb@bby.com.au> Burdett Buckeridge & Young Ltd Melbourne Australia
   Knox's 386 is slick.            Fox in Sox, on Knox's Box
   Knox's box is very quick.       Plays lots of LSL. He's sick!
(Apologies to John ""Iron Bar"" Mackin.)
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\sci.space\61107
2142,0,"From: dpw@sei.cmu.edu (David Wood)
Subject: Re: And Another THing:
In-Reply-To: mangoe@cs.umd.edu's message of 3 Apr 93 00:46:07 GMT
Organization: Software Engineering Institute
Lines: 39



mangoe@cs.umd.edu (Charley Wingate) writes:

>Keith Ryan writes:
>>
>>You will ignore any criticism of your logic, or any possible incongruenties
>>in your stance?  You will not answer any questions on the validity of any
>>opinion and/or facts you state?

>When I have to start saying ""that's not what I said"", and the response is
>""did so!"", there's no reason to continue.  If someone is not going to argue
>with MY version of MY position, then they cannot be argued with.

But of course YOUR version of YOUR position has been included in the
Charley Challenges, so your claim above is a flat-out lie.  Further,
only last week you claimed that you ""might not"" answer the Challenges
because you were turned off by ""included text"".  So which is it, do
you want your context included in my articles or not?  Come to think
of it, this contradiction has the makings of a new entry in the next
Challenges post.

By the way, I've kept every bloody thing that you've written related
to this thread, and will be only too pleased to re-post any of it to
back my position.  You seem to have forgotten that you leave an
electronic paper trail on the net.

>>This is the usual theist approach.  No matter how many times a certain
>>argument has been disproven, shown to be non-applicable or non-sequitur;
>>they keep cropping up- time after time.

>Speaking of non-sequiturs, this has little to do with what I just said.  And
>have some sauce for the goose: some of the ""disproof"" is fallacies repeated
>over and over (such as the ""law of nature"" argument someone posted recently).

Now, now, let's not change the subject.  Wouldn't it be best to finish
up the thread in question before you begin new ones?

--Dave Wood
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\51303
1055,0,"From: suopanki@stekt6.oulu.fi (Heikki T. Suopanki)
Subject: Re: A visit from the Jehovah's Witnesses
In-Reply-To: jbrown@batman.bmd.trw.com's message of 5 Apr 93 11:24:30 MST
Lines: 17
Reply-To: suopanki@stekt.oulu.fi
Organization: Unixverstas Olutensin, Finlandia
	<1993Apr3.183519.14721@proxima.alt.za>
	<1993Apr5.112430.825@batman.bmd.trw.com>

>>>>> On 5 Apr 93 11:24:30 MST, jbrown@batman.bmd.trw.com said:

:> God is eternal.    [A = B]
:> Jesus is God.      [C = A]
:> Therefore, Jesus is eternal.  [C = B]

:> This works both logically and mathematically.  God is of the set of
:> things which are eternal.  Jesus is a subset of God.   Therefore
:> Jesus belongs to the set of things which are eternal.

Everything isn't always so logical....

Mercedes is a car.
That girl is Mercedes.
Therefore, that girl is a car?

-Heikki
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\51189
2765,0,"From: frank@D012S658.uucp (Frank O'Dwyer)
Subject: Re: islamic genocide
Organization: Siemens-Nixdorf AG
Lines: 49
Distribution: world
NNTP-Posting-Host: d012s658.ap.mchp.sni.de

In article <1r2gi8$6e1@fido.asd.sgi.com> livesey@solntze.wpd.sgi.com (Jon Livesey) writes:
#In article <1qu485$58o@horus.ap.mchp.sni.de>, frank@D012S658.uucp (Frank O'Dwyer) writes:
#|> In article <1qkovl$k@fido.asd.sgi.com> livesey@solntze.wpd.sgi.com (Jon Livesey) writes:
#|> #
#|> #False dichotomy.  You claimed the killing were *not* religiously
#|> #motivated, and I'm saying that's wrong.   I'm not saying that
#|> #each and every killing is religiously motivate, as I spelled out
#|> #in detail.
#|> 
#|> Which killings do you say are religously motivated?
#
#For example, I would claim that the recent assassination of four
#catholic construction workers who had no connection with the IRA
#was probably religously motivated.
#
#|> At the time
#|> of writing, I think that someone who claims the current violence is
#|> motivated by religion is reaching.
#
#What would you call is when someone writes ""The killings in N.I 
#are not religously motivated?""

I'd say it was motivated by a primitive notion of revenge, and by
misguided patriotism.  Otherwise, I'd have to wonder how come mainland
catholics are not killed by mainland protestants, and southern
catholics are not killed by southern protestants, and so on.  Take away
all plausible causes bar religion, and the violence diminishes markedly.
Gee, why _is_ that?

#|> Now, it's possible to argue that 
#|> religion *in the past* is a major contributing factor to the violence in
#|> the present, but I don't know of any evidence that this is so - and I'm
#|> not enough of a historian to debate it. 
#
#Given that the avowed aim of the IRA is to take Northern Ireland
#into a country that has a particular church written into its 
#constitution, and which has restriction on civil rights dictated
#by that Church, I fail to see why the word ""past"" is appropriate.

The country also has a different official language written in its
constitution (and vice versa :-) - maybe they're motivated by a love of 
Irish poetry.  Your argument is fallacious, jon.

For what it's worth, I agree with all that you say about Ireland above, 
and more.

-- 
Frank O'Dwyer                                  'I'm not hatching That'
odwyer@sse.ie                                  from ""Hens"",  by Evelyn Conlon
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\alt.atheism\53482
843,1,"From: gaf5@ns1.cc.lehigh.edu (Gail A. Fullman)
Subject: Re: FLORIDA SUCKS!
Organization: Lehigh University
Lines: 12

In article <1993Apr13.232537.20672@cabell.vcu.edu>, csc2imd@cabell.vcu.edu (Ian
M. Derby) writes:
>
>This talk about the Phillies winning the NL East is scary.  VERY
>scary!  Don't get me wrong, Im a Phillies fan but as late as last
>year they looked helpless.  The funny thing was they did have a lot
>of injuries in '92 spring training that basically killed their
>chances.  Of course, don't forget the Dykstra wrist injury in the
>first or second game?
>
First game, first at bat.
-- 
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104327
1232,0,"From: jen187@its.CSIRO.AU (Graham Jenkins +61 6 276 6812)
Subject: Re: islamic authority over women
Organization: CSIRO ITS
Lines: 41


In article <1993Apr5.023044.19580@ultb.isc.rit.edu>, snm6394@ultb.isc.rit.edu (S.N. Mozumder ) writes:


|> 
|> That's your mistake.  It would be better for the children if the mother
|> raised the child.
|> 
|> One thing that relates is among Navy men that get tatoos that say ""Mom"",
|> because of the love of their mom.  It makes for more virile men.
|> Compare that with how homos are raised.  Do a study and you will get my
|> point.
|> 
|> But in no way do you have a claim that it would be better if the men
|> stayed home and raised the child.  That is something false made up by
|> feminists that seek a status above men.  You do not recognize the fact
|> that men and women have natural differences.  Not just physically, but
|> mentally also.
|> 

Bobby, there's a question here that I just HAVE to ask. If all
of your posts aren't some sort of extended, elaborate hoax, why
are you trying so hard to convince the entire civilised world
that you're feeble minded? You have a talent for saying the most
absurd things. Here's a little sign for you, print it, cut it out
and put it on top of your computer/terminal.

              ENGAGE BRAIN PRIOR TO OPERATING KEYBOARD


(Having said all that, I must admit we all get a laugh from
your stuff.)




-- 

|  Graham Jenkins          |  graham.jenkins@its.csiro.au           | 
|  CSIRO                   |  (Commonwealth Scientific & Industrial | 
|  Canberra,  AUSTRALIA    |  Research Organisation)                |
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\51213
654,0,"From: sieferme@stein.u.washington.edu (Eric Sieferman)
Subject: Re: I don't beleive in you either.
Organization: University of Washington, Seattle
Lines: 15
NNTP-Posting-Host: stein.u.washington.edu

In article <1993Apr13.213055.818@antioc.antioch.edu> smauldin@antioc.antioch.edu writes:
>I stopped believing in you as well, long before the invention of technology.
>
>--GOD
>

Don't listen to this guy, he's just a crank.  At first, this business
about being the ""one true god"" was tolerated by the rest of us,
but now it has gotten completely out of hand.

Besides, it really isn't so bad when people stop believing in you.
It's much more relaxing when mortals aren't always begging you for favors.

-- ZEUS

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\53111
895,2,"From: Cohen@ssdgwy.mdc.com (Andy Cohen)
Subject: Re: Single Launch Space Station
Organization: MDA-W
Lines: 14
Distribution: sci
NNTP-Posting-Host: q5022531.mdc.com

In article <C69qA6.J4w.1@cs.cmu.edu>, 0004244402@mcimail.com (Karl Dishaw)
wrote:
> 
> Andy Cohen <Cohen@ssdgwy.mdc.com> writes:
> >the Single Launch Core Station concept.  A Shuttle external tank and solid
> >rocket boosters would be used  to launch the station into orbit.  Shuttle
> >main engines would be mounted to the tail of the station module for launch
> >and jettisoned after ET separation.
> 
> Why jettison the SSMEs?  Why not hold on to them and have a shuttle 
> bring them down to use as spares?

Good question....I asked that myself....However, since this option is as
expensive as the Freedom derivative, the issue will likely be moot.
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\sci.space\61488
2751,0,"From: kcochran@nyx.cs.du.edu (Keith ""Justified And Ancient"" Cochran)
Subject: Re: <Political Atheists?
X-Disclaimer: Nyx is a public access Unix system run by the University
	of Denver for the Denver community.  The University has neither
	control over nor responsibility for the opinions of users.
Organization: Nyx, Public Access Unix at U. of Denver Math/CS dept.
Lines: 44

In article <1r5e1vINNkn@gap.caltech.edu> keith@cco.caltech.edu (Keith Allan Schneider) writes:
>kcochran@nyx.cs.du.edu (Keith ""Justified And Ancient"" Cochran) writes:
>
>>>>Wait.  Are we talking about ethics or morals here?
>>>Is the distinction important?
>>Yes.
>
>Well, make it.

Ethics deal with individuals.  Morals deal with groups.

>>>Well, our moral system seems to mimic the natural one, in a number of ways.
>>Please describe these ""number of ways"" in detail.  Then explain the any
>>contradictions that may arise.
>
>Just look at how human behavior mimics animal behavior.  I couldn't even
>begin to list all of the similarities.  Many of the dissimilarities are due
>to our high intelligence.

Please describe these ""number of ways"" in detail.  Then explain any
contradictions that may arise.

>>>I don't know.  What is wrong?  Is it possible for humans to survive for
>>>a long time in the wild?  Yes, it's possible, but it is difficult.  Humans
>>>are a social animal, and that is a cause of our success.
>>Define ""difficult"".
>
>I don't understand what you don't understand.

The sentence, ""Yes, it's possible, but it is difficult.""  Humans survived
""in the wild"" for hundreds of thousands of years.

>>>No.  As noted earlier, lack of mating (such as abstinence or homosexuality)
>>>isn't really destructive to the system.  It is a worst neutral.
>>So if every member of the species was homosexual, this wouldn't be destructive
>>to the survival of the species?
>
>Most animals that exhibit homosexuality are actually bisexual.

Answer the question, Keith.  Is homosexuality detrimental to the survival
of the species?
--
=kcochran@nyx.cs.du.edu | B(0-4) c- d- e++ f- g++ k(+) m r(-) s++(+) t | TSAKC=
=My thoughts, my posts, my ideas, my responsibility, my beer, my pizza.  OK???=
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\alt.atheism\53794
